extension,percentage,total
o107332,9.026924608028366e-07,2
e107333,9.026924608028366e-07,2
o107333,9.026924608028366e-07,2
e107334,9.026924608028366e-07,2
o107334,9.026924608028366e-07,2
e107335,9.026924608028366e-07,2
e107689,9.026924608028366e-07,2
o107335,9.026924608028366e-07,2
o107689,9.026924608028366e-07,2
e107336,9.026924608028366e-07,2
o107336,9.026924608028366e-07,2
e107678,9.026924608028366e-07,2
o107678,9.026924608028366e-07,2
e107679,9.026924608028366e-07,2
o107679,9.026924608028366e-07,2
e107680,9.026924608028366e-07,2
o107680,9.026924608028366e-07,2
e107827,9.026924608028366e-07,2
o107827,9.026924608028366e-07,2
e107337,9.026924608028366e-07,2
o107337,9.026924608028366e-07,2
e107338,9.026924608028366e-07,2
o107338,9.026924608028366e-07,2
e107339,9.026924608028366e-07,2
o107339,9.026924608028366e-07,2
e107340,9.026924608028366e-07,2
o107340,9.026924608028366e-07,2
e107681,9.026924608028366e-07,2
o107681,9.026924608028366e-07,2
e107341,9.026924608028366e-07,2
o107341,9.026924608028366e-07,2
e107342,9.026924608028366e-07,2
o107342,9.026924608028366e-07,2
e107343,9.026924608028366e-07,2
o107343,9.026924608028366e-07,2
e107344,9.026924608028366e-07,2
o107344,9.026924608028366e-07,2
e107345,9.026924608028366e-07,2
o107345,9.026924608028366e-07,2
e107184,9.026924608028366e-07,2
o107184,9.026924608028366e-07,2
e107185,9.026924608028366e-07,2
o107185,9.026924608028366e-07,2
e107186,9.026924608028366e-07,2
o107186,9.026924608028366e-07,2
e107187,9.026924608028366e-07,2
e107260,9.026924608028366e-07,2
o107187,9.026924608028366e-07,2
o107260,9.026924608028366e-07,2
e107188,9.026924608028366e-07,2
o107188,9.026924608028366e-07,2
e107189,9.026924608028366e-07,2
o107189,9.026924608028366e-07,2
e107346,9.026924608028366e-07,2
o107346,9.026924608028366e-07,2
e107347,9.026924608028366e-07,2
o107347,9.026924608028366e-07,2
e107699,9.026924608028366e-07,2
o107699,9.026924608028366e-07,2
e107348,9.026924608028366e-07,2
o107348,9.026924608028366e-07,2
e107349,9.026924608028366e-07,2
o107349,9.026924608028366e-07,2
e107700,9.026924608028366e-07,2
o107700,9.026924608028366e-07,2
e107701,9.026924608028366e-07,2
o107701,9.026924608028366e-07,2
e107828,9.026924608028366e-07,2
o107828,9.026924608028366e-07,2
e107702,9.026924608028366e-07,2
o107702,9.026924608028366e-07,2
e107350,9.026924608028366e-07,2
o107350,9.026924608028366e-07,2
e107351,9.026924608028366e-07,2
o107351,9.026924608028366e-07,2
e107352,9.026924608028366e-07,2
o107352,9.026924608028366e-07,2
e107353,9.026924608028366e-07,2
o107353,9.026924608028366e-07,2
e107703,9.026924608028366e-07,2
o107703,9.026924608028366e-07,2
e107354,9.026924608028366e-07,2
o107354,9.026924608028366e-07,2
e107355,9.026924608028366e-07,2
o107355,9.026924608028366e-07,2
e107704,9.026924608028366e-07,2
o107704,9.026924608028366e-07,2
e107356,9.026924608028366e-07,2
o107356,9.026924608028366e-07,2
e107357,9.026924608028366e-07,2
e108186,9.026924608028366e-07,2
o107357,9.026924608028366e-07,2
o108186,9.026924608028366e-07,2
e106624,9.026924608028366e-07,2
e106800,9.026924608028366e-07,2
e106868,9.026924608028366e-07,2
e106869,9.026924608028366e-07,2
e106984,9.026924608028366e-07,2
e106986,9.026924608028366e-07,2
e107054,9.026924608028366e-07,2
o106624,9.026924608028366e-07,2
o106800,9.026924608028366e-07,2
o106868,9.026924608028366e-07,2
o106869,9.026924608028366e-07,2
o106984,9.026924608028366e-07,2
o106986,9.026924608028366e-07,2
o107054,9.026924608028366e-07,2
e106625,9.026924608028366e-07,2
o106625,9.026924608028366e-07,2
e106626,9.026924608028366e-07,2
o106626,9.026924608028366e-07,2
e106627,9.026924608028366e-07,2
o106627,9.026924608028366e-07,2
e106628,9.026924608028366e-07,2
o106628,9.026924608028366e-07,2
e106629,9.026924608028366e-07,2
o106629,9.026924608028366e-07,2
e107060,9.026924608028366e-07,2
o107060,9.026924608028366e-07,2
e107061,9.026924608028366e-07,2
o107061,9.026924608028366e-07,2
e107062,9.026924608028366e-07,2
o107062,9.026924608028366e-07,2
e107063,9.026924608028366e-07,2
o107063,9.026924608028366e-07,2
e106678,9.026924608028366e-07,2
o106678,9.026924608028366e-07,2
e107105,9.026924608028366e-07,2
o107105,9.026924608028366e-07,2
e107106,9.026924608028366e-07,2
o107106,9.026924608028366e-07,2
e107107,9.026924608028366e-07,2
e107110,9.026924608028366e-07,2
o107107,9.026924608028366e-07,2
o107110,9.026924608028366e-07,2
e107108,9.026924608028366e-07,2
o107108,9.026924608028366e-07,2
e107064,9.026924608028366e-07,2
o107064,9.026924608028366e-07,2
e107065,9.026924608028366e-07,2
o107065,9.026924608028366e-07,2
e107066,9.026924608028366e-07,2
o107066,9.026924608028366e-07,2
e106797,9.026924608028366e-07,2
o106797,9.026924608028366e-07,2
e106798,9.026924608028366e-07,2
o106798,9.026924608028366e-07,2
e106679,9.026924608028366e-07,2
o106679,9.026924608028366e-07,2
e106680,9.026924608028366e-07,2
o106680,9.026924608028366e-07,2
e106681,9.026924608028366e-07,2
o106681,9.026924608028366e-07,2
e106682,9.026924608028366e-07,2
o106682,9.026924608028366e-07,2
e106683,9.026924608028366e-07,2
o106683,9.026924608028366e-07,2
e107190,9.026924608028366e-07,2
o107190,9.026924608028366e-07,2
e107191,9.026924608028366e-07,2
o107191,9.026924608028366e-07,2
e107192,9.026924608028366e-07,2
o107192,9.026924608028366e-07,2
e107193,9.026924608028366e-07,2
o107193,9.026924608028366e-07,2
e107194,9.026924608028366e-07,2
o107194,9.026924608028366e-07,2
e107195,9.026924608028366e-07,2
o107195,9.026924608028366e-07,2
e107358,9.026924608028366e-07,2
o107358,9.026924608028366e-07,2
e107359,9.026924608028366e-07,2
o107359,9.026924608028366e-07,2
e107360,9.026924608028366e-07,2
e107736,9.026924608028366e-07,2
e107984,9.026924608028366e-07,2
o107360,9.026924608028366e-07,2
o107736,9.026924608028366e-07,2
o107984,9.026924608028366e-07,2
e107361,9.026924608028366e-07,2
o107361,9.026924608028366e-07,2
e107362,9.026924608028366e-07,2
o107362,9.026924608028366e-07,2
e107705,9.026924608028366e-07,2
o107705,9.026924608028366e-07,2
e107706,9.026924608028366e-07,2
o107706,9.026924608028366e-07,2
e108056,9.026924608028366e-07,2
o108056,9.026924608028366e-07,2
e107707,9.026924608028366e-07,2
o107707,9.026924608028366e-07,2
e107363,9.026924608028366e-07,2
o107363,9.026924608028366e-07,2
e107364,9.026924608028366e-07,2
o107364,9.026924608028366e-07,2
e107365,9.026924608028366e-07,2
o107365,9.026924608028366e-07,2
e107366,9.026924608028366e-07,2
o107366,9.026924608028366e-07,2
e107708,9.026924608028366e-07,2
o107708,9.026924608028366e-07,2
e107367,9.026924608028366e-07,2
o107367,9.026924608028366e-07,2
e107368,9.026924608028366e-07,2
o107368,9.026924608028366e-07,2
e107369,9.026924608028366e-07,2
o107369,9.026924608028366e-07,2
e107370,9.026924608028366e-07,2
o107370,9.026924608028366e-07,2
e107371,9.026924608028366e-07,2
o107371,9.026924608028366e-07,2
e107196,9.026924608028366e-07,2
o107196,9.026924608028366e-07,2
e107197,9.026924608028366e-07,2
o107197,9.026924608028366e-07,2
e107198,9.026924608028366e-07,2
o107198,9.026924608028366e-07,2
e107199,9.026924608028366e-07,2
o107199,9.026924608028366e-07,2
e107200,9.026924608028366e-07,2
o107200,9.026924608028366e-07,2
e107201,9.026924608028366e-07,2
o107201,9.026924608028366e-07,2
e107372,9.026924608028366e-07,2
o107372,9.026924608028366e-07,2
e107373,9.026924608028366e-07,2
o107373,9.026924608028366e-07,2
e107374,9.026924608028366e-07,2
e107737,9.026924608028366e-07,2
e107985,9.026924608028366e-07,2
e108108,9.026924608028366e-07,2
e108187,9.026924608028366e-07,2
o107374,9.026924608028366e-07,2
o107737,9.026924608028366e-07,2
o107985,9.026924608028366e-07,2
o108108,9.026924608028366e-07,2
o108187,9.026924608028366e-07,2
e107375,9.026924608028366e-07,2
o107375,9.026924608028366e-07,2
e107376,9.026924608028366e-07,2
o107376,9.026924608028366e-07,2
e107709,9.026924608028366e-07,2
o107709,9.026924608028366e-07,2
e107710,9.026924608028366e-07,2
o107710,9.026924608028366e-07,2
e108246,9.026924608028366e-07,2
o108246,9.026924608028366e-07,2
e107711,9.026924608028366e-07,2
o107711,9.026924608028366e-07,2
e107377,9.026924608028366e-07,2
o107377,9.026924608028366e-07,2
e107378,9.026924608028366e-07,2
o107378,9.026924608028366e-07,2
e107379,9.026924608028366e-07,2
o107379,9.026924608028366e-07,2
e107380,9.026924608028366e-07,2
o107380,9.026924608028366e-07,2
e107712,9.026924608028366e-07,2
o107712,9.026924608028366e-07,2
e107381,9.026924608028366e-07,2
o107381,9.026924608028366e-07,2
e107382,9.026924608028366e-07,2
o107382,9.026924608028366e-07,2
e107383,9.026924608028366e-07,2
o107383,9.026924608028366e-07,2
e107384,9.026924608028366e-07,2
o107384,9.026924608028366e-07,2
e107385,9.026924608028366e-07,2
o107385,9.026924608028366e-07,2
e107202,9.026924608028366e-07,2
o107202,9.026924608028366e-07,2
e107203,9.026924608028366e-07,2
o107203,9.026924608028366e-07,2
e107204,9.026924608028366e-07,2
o107204,9.026924608028366e-07,2
e107205,9.026924608028366e-07,2
o107205,9.026924608028366e-07,2
e107206,9.026924608028366e-07,2
o107206,9.026924608028366e-07,2
e107207,9.026924608028366e-07,2
o107207,9.026924608028366e-07,2
e107386,9.026924608028366e-07,2
o107386,9.026924608028366e-07,2
e107387,9.026924608028366e-07,2
o107387,9.026924608028366e-07,2
e107388,9.026924608028366e-07,2
o107388,9.026924608028366e-07,2
e107389,9.026924608028366e-07,2
e108188,9.026924608028366e-07,2
o107389,9.026924608028366e-07,2
o108188,9.026924608028366e-07,2
e107390,9.026924608028366e-07,2
o107390,9.026924608028366e-07,2
e107713,9.026924608028366e-07,2
o107713,9.026924608028366e-07,2
e107714,9.026924608028366e-07,2
o107714,9.026924608028366e-07,2
e107715,9.026924608028366e-07,2
o107715,9.026924608028366e-07,2
e108219,9.026924608028366e-07,2
o108219,9.026924608028366e-07,2
e107391,9.026924608028366e-07,2
o107391,9.026924608028366e-07,2
e107392,9.026924608028366e-07,2
o107392,9.026924608028366e-07,2
e107393,9.026924608028366e-07,2
o107393,9.026924608028366e-07,2
e107394,9.026924608028366e-07,2
o107394,9.026924608028366e-07,2
e107716,9.026924608028366e-07,2
o107716,9.026924608028366e-07,2
e107395,9.026924608028366e-07,2
o107395,9.026924608028366e-07,2
e107396,9.026924608028366e-07,2
o107396,9.026924608028366e-07,2
e107397,9.026924608028366e-07,2
o107397,9.026924608028366e-07,2
e107398,9.026924608028366e-07,2
o107398,9.026924608028366e-07,2
e107399,9.026924608028366e-07,2
o107399,9.026924608028366e-07,2
e107208,9.026924608028366e-07,2
e108221,9.026924608028366e-07,2
e108248,9.026924608028366e-07,2
e108249,9.026924608028366e-07,2
e108286,9.026924608028366e-07,2
o107208,9.026924608028366e-07,2
o108221,9.026924608028366e-07,2
o108248,9.026924608028366e-07,2
o108249,9.026924608028366e-07,2
o108286,9.026924608028366e-07,2
e107209,9.026924608028366e-07,2
e108222,9.026924608028366e-07,2
e108292,9.026924608028366e-07,2
o107209,9.026924608028366e-07,2
o108222,9.026924608028366e-07,2
o108292,9.026924608028366e-07,2
e107210,9.026924608028366e-07,2
e108223,9.026924608028366e-07,2
e108293,9.026924608028366e-07,2
o107210,9.026924608028366e-07,2
o108223,9.026924608028366e-07,2
o108293,9.026924608028366e-07,2
e107211,9.026924608028366e-07,2
e108224,9.026924608028366e-07,2
e108294,9.026924608028366e-07,2
o107211,9.026924608028366e-07,2
o108224,9.026924608028366e-07,2
o108294,9.026924608028366e-07,2
e107212,9.026924608028366e-07,2
e108225,9.026924608028366e-07,2
e108295,9.026924608028366e-07,2
o107212,9.026924608028366e-07,2
o108225,9.026924608028366e-07,2
o108295,9.026924608028366e-07,2
e107213,9.026924608028366e-07,2
e108226,9.026924608028366e-07,2
e108296,9.026924608028366e-07,2
e108361,9.026924608028366e-07,2
o107213,9.026924608028366e-07,2
o108226,9.026924608028366e-07,2
o108296,9.026924608028366e-07,2
o108361,9.026924608028366e-07,2
e108362,9.026924608028366e-07,2
o108362,9.026924608028366e-07,2
e108363,9.026924608028366e-07,2
o108363,9.026924608028366e-07,2
e108364,9.026924608028366e-07,2
e108468,9.026924608028366e-07,2
e108474,9.026924608028366e-07,2
e108475,9.026924608028366e-07,2
e108519,9.026924608028366e-07,2
e108679,9.026924608028366e-07,2
e108695,9.026924608028366e-07,2
e108734,9.026924608028366e-07,2
o108364,9.026924608028366e-07,2
o108468,9.026924608028366e-07,2
o108474,9.026924608028366e-07,2
o108475,9.026924608028366e-07,2
o108519,9.026924608028366e-07,2
o108679,9.026924608028366e-07,2
o108695,9.026924608028366e-07,2
o108734,9.026924608028366e-07,2
e108380,9.026924608028366e-07,2
o108380,9.026924608028366e-07,2
e108365,9.026924608028366e-07,2
o108365,9.026924608028366e-07,2
e108463,9.026924608028366e-07,2
o108463,9.026924608028366e-07,2
e108464,9.026924608028366e-07,2
o108464,9.026924608028366e-07,2
e108895,9.026924608028366e-07,2
o108895,9.026924608028366e-07,2
e108465,9.026924608028366e-07,2
o108465,9.026924608028366e-07,2
e108366,9.026924608028366e-07,2
o108366,9.026924608028366e-07,2
e108367,9.026924608028366e-07,2
o108367,9.026924608028366e-07,2
e108368,9.026924608028366e-07,2
o108368,9.026924608028366e-07,2
e108369,9.026924608028366e-07,2
o108369,9.026924608028366e-07,2
e108466,9.026924608028366e-07,2
o108466,9.026924608028366e-07,2
e108370,9.026924608028366e-07,2
o108370,9.026924608028366e-07,2
e108371,9.026924608028366e-07,2
o108371,9.026924608028366e-07,2
e108372,9.026924608028366e-07,2
o108372,9.026924608028366e-07,2
e108373,9.026924608028366e-07,2
o108373,9.026924608028366e-07,2
e108381,9.026924608028366e-07,2
o108381,9.026924608028366e-07,2
e107214,9.026924608028366e-07,2
o107214,9.026924608028366e-07,2
e107215,9.026924608028366e-07,2
o107215,9.026924608028366e-07,2
e107216,9.026924608028366e-07,2
o107216,9.026924608028366e-07,2
e107217,9.026924608028366e-07,2
o107217,9.026924608028366e-07,2
e107218,9.026924608028366e-07,2
o107218,9.026924608028366e-07,2
e107219,9.026924608028366e-07,2
o107219,9.026924608028366e-07,2
e107400,9.026924608028366e-07,2
o107400,9.026924608028366e-07,2
e107401,9.026924608028366e-07,2
o107401,9.026924608028366e-07,2
e107402,9.026924608028366e-07,2
o107402,9.026924608028366e-07,2
e107403,9.026924608028366e-07,2
e107738,9.026924608028366e-07,2
e107986,9.026924608028366e-07,2
e108062,9.026924608028366e-07,2
o107403,9.026924608028366e-07,2
o107738,9.026924608028366e-07,2
o107986,9.026924608028366e-07,2
o108062,9.026924608028366e-07,2
e107404,9.026924608028366e-07,2
o107404,9.026924608028366e-07,2
e107717,9.026924608028366e-07,2
o107717,9.026924608028366e-07,2
e107718,9.026924608028366e-07,2
o107718,9.026924608028366e-07,2
e107719,9.026924608028366e-07,2
o107719,9.026924608028366e-07,2
e108178,9.026924608028366e-07,2
o108178,9.026924608028366e-07,2
e107405,9.026924608028366e-07,2
o107405,9.026924608028366e-07,2
e107406,9.026924608028366e-07,2
o107406,9.026924608028366e-07,2
e107407,9.026924608028366e-07,2
o107407,9.026924608028366e-07,2
e107408,9.026924608028366e-07,2
o107408,9.026924608028366e-07,2
e107720,9.026924608028366e-07,2
o107720,9.026924608028366e-07,2
e107409,9.026924608028366e-07,2
o107409,9.026924608028366e-07,2
e107410,9.026924608028366e-07,2
o107410,9.026924608028366e-07,2
e107411,9.026924608028366e-07,2
o107411,9.026924608028366e-07,2
e107412,9.026924608028366e-07,2
o107412,9.026924608028366e-07,2
e107413,9.026924608028366e-07,2
o107413,9.026924608028366e-07,2
e105730,9.026924608028366e-07,2
o105730,9.026924608028366e-07,2
e105731,9.026924608028366e-07,2
o105731,9.026924608028366e-07,2
e105732,9.026924608028366e-07,2
o105732,9.026924608028366e-07,2
e105733,9.026924608028366e-07,2
o105733,9.026924608028366e-07,2
e105734,9.026924608028366e-07,2
o105734,9.026924608028366e-07,2
e105735,9.026924608028366e-07,2
o105735,9.026924608028366e-07,2
e105769,9.026924608028366e-07,2
o105769,9.026924608028366e-07,2
e105770,9.026924608028366e-07,2
o105770,9.026924608028366e-07,2
e105771,9.026924608028366e-07,2
o105771,9.026924608028366e-07,2
e105772,9.026924608028366e-07,2
o105772,9.026924608028366e-07,2
e105773,9.026924608028366e-07,2
o105773,9.026924608028366e-07,2
e105968,9.026924608028366e-07,2
o105968,9.026924608028366e-07,2
e105969,9.026924608028366e-07,2
o105969,9.026924608028366e-07,2
e105970,9.026924608028366e-07,2
o105970,9.026924608028366e-07,2
e105971,9.026924608028366e-07,2
o105971,9.026924608028366e-07,2
e105774,9.026924608028366e-07,2
o105774,9.026924608028366e-07,2
e105775,9.026924608028366e-07,2
o105775,9.026924608028366e-07,2
e105776,9.026924608028366e-07,2
o105776,9.026924608028366e-07,2
e105777,9.026924608028366e-07,2
o105777,9.026924608028366e-07,2
e105972,9.026924608028366e-07,2
o105972,9.026924608028366e-07,2
e105778,9.026924608028366e-07,2
o105778,9.026924608028366e-07,2
e105779,9.026924608028366e-07,2
o105779,9.026924608028366e-07,2
e105780,9.026924608028366e-07,2
o105780,9.026924608028366e-07,2
e105781,9.026924608028366e-07,2
o105781,9.026924608028366e-07,2
e105782,9.026924608028366e-07,2
e106578,9.026924608028366e-07,2
e106579,9.026924608028366e-07,2
o105782,9.026924608028366e-07,2
o106578,9.026924608028366e-07,2
o106579,9.026924608028366e-07,2
e107220,9.026924608028366e-07,2
o107220,9.026924608028366e-07,2
e107221,9.026924608028366e-07,2
o107221,9.026924608028366e-07,2
e107222,9.026924608028366e-07,2
o107222,9.026924608028366e-07,2
e107223,9.026924608028366e-07,2
o107223,9.026924608028366e-07,2
e107224,9.026924608028366e-07,2
o107224,9.026924608028366e-07,2
e107225,9.026924608028366e-07,2
o107225,9.026924608028366e-07,2
e107414,9.026924608028366e-07,2
o107414,9.026924608028366e-07,2
e107415,9.026924608028366e-07,2
o107415,9.026924608028366e-07,2
e107416,9.026924608028366e-07,2
e107987,9.026924608028366e-07,2
o107416,9.026924608028366e-07,2
o107987,9.026924608028366e-07,2
e107417,9.026924608028366e-07,2
o107417,9.026924608028366e-07,2
e107418,9.026924608028366e-07,2
o107418,9.026924608028366e-07,2
e107721,9.026924608028366e-07,2
o107721,9.026924608028366e-07,2
e107722,9.026924608028366e-07,2
o107722,9.026924608028366e-07,2
e108057,9.026924608028366e-07,2
o108057,9.026924608028366e-07,2
e107723,9.026924608028366e-07,2
o107723,9.026924608028366e-07,2
e107419,9.026924608028366e-07,2
o107419,9.026924608028366e-07,2
e107420,9.026924608028366e-07,2
o107420,9.026924608028366e-07,2
e107421,9.026924608028366e-07,2
o107421,9.026924608028366e-07,2
e107422,9.026924608028366e-07,2
o107422,9.026924608028366e-07,2
e107724,9.026924608028366e-07,2
o107724,9.026924608028366e-07,2
e107423,9.026924608028366e-07,2
o107423,9.026924608028366e-07,2
e107424,9.026924608028366e-07,2
o107424,9.026924608028366e-07,2
e107425,9.026924608028366e-07,2
o107425,9.026924608028366e-07,2
e107426,9.026924608028366e-07,2
o107426,9.026924608028366e-07,2
e107427,9.026924608028366e-07,2
o107427,9.026924608028366e-07,2
e107226,9.026924608028366e-07,2
o107226,9.026924608028366e-07,2
e107227,9.026924608028366e-07,2
o107227,9.026924608028366e-07,2
e107228,9.026924608028366e-07,2
o107228,9.026924608028366e-07,2
e107229,9.026924608028366e-07,2
o107229,9.026924608028366e-07,2
e107230,9.026924608028366e-07,2
