extension,size_percentage,total
e58800,0.0,0
o58800,2.6575760237886415e-10,1773
e58801,0.0,0
o58801,2.588625940825146e-10,1727
e58802,0.0,0
o58802,2.588625940825146e-10,1727
e58803,0.0,0
o58803,2.588625940825146e-10,1727
e58804,0.0,0
o58804,2.585628111131081e-10,1725
e58805,0.0,0
o58805,2.654578194094576e-10,1771
e58806,0.0,0
o58806,2.588625940825146e-10,1727
e58807,0.0,0
o58807,2.588625940825146e-10,1727
e58808,0.0,0
o58808,2.654578194094576e-10,1771
e58809,0.0,0
o58809,2.588625940825146e-10,1727
e58810,0.0,0
o58810,2.588625940825146e-10,1727
e58811,0.0,0
o58811,2.6575760237886415e-10,1773
e36363,0.0,0
o36363,2.500189964850228e-10,1668
e36365,1.0600805450964966e-07,707232
o36365,2.500189964850228e-10,1668
e36366,0.0,0
e62665,0.0,0
o36366,5.000379929700456e-10,3336
o62665,2.5256715172497806e-10,1685
e62601,0.0,0
o62601,2.522673687555715e-10,1683
e36368,1.0600805450964966e-07,707232
o36368,2.500189964850228e-10,1668
e36371,1.0600805450964966e-07,707232
e62448,0.0,0
o36371,2.500189964850228e-10,1668
o62448,2.5256715172497806e-10,1685
e36369,0.0,0
o36369,2.500189964850228e-10,1668
e36370,1.0600805450964966e-07,707232
o36370,2.500189964850228e-10,1668
e36373,3.1802416352894894e-07,2121696
e62666,0.0,0
o36373,7.500569894550683e-10,5004
o62666,2.5256715172497806e-10,1685
e62603,0.0,0
o62603,2.5256715172497806e-10,1685
e62676,1.0600805450964966e-07,707232
o62676,2.5256715172497806e-10,1685
e36376,2.120161090192993e-07,1414464
o36376,4.994384270312326e-10,3332
e62604,0.0,0
o62604,2.522673687555715e-10,1683
e36375,1.0600805450964966e-07,707232
o36375,2.500189964850228e-10,1668
e36378,0.0,0
o36378,2.497192135156163e-10,1666
e36379,0.0,0
o36379,2.497192135156163e-10,1666
e36380,0.0,0
o36380,2.428242052192667e-10,1620
e36381,0.0,0
e62667,0.0,0
o36381,4.994384270312326e-10,3332
o62667,2.5256715172497806e-10,1685
e62606,9.151774490041697e-09,61056
o62606,2.522673687555715e-10,1683
e36383,0.0,0
o36383,2.497192135156163e-10,1666
e36386,3.031525299826312e-08,202248
e62451,0.0,0
o36386,7.293719645660197e-10,4866
o62451,7.568021062667146e-10,5049
e62607,9.151774490041697e-09,61056
o62607,2.522673687555715e-10,1683
e62677,9.151774490041697e-09,61056
o62677,2.5256715172497806e-10,1685
e36389,2.5167379847614665e-08,167904
e62452,0.0,0
o36389,5.000379929700456e-10,3336
o62452,5.04534737511143e-10,3366
e62608,9.151774490041697e-09,61056
o62608,2.522673687555715e-10,1683
e36388,1.2583689923807333e-08,83952
o36388,2.500189964850228e-10,1668
e36391,3.7751069771422e-08,251856
e62520,0.0,0
o36391,7.500569894550683e-10,5004
o62520,7.568021062667146e-10,5049
e62609,9.151774490041697e-09,61056
o62609,2.522673687555715e-10,1683
e62678,1.2583689923807333e-08,83952
o62678,2.5256715172497806e-10,1685
e36393,0.0,0
o36393,5.000379929700456e-10,3336
e36394,0.0,0
o36394,2.500189964850228e-10,1668
e62679,0.0,0
o62679,2.45372360459222e-10,1637
e36396,0.0,0
e62668,0.0,0
o36396,5.000379929700456e-10,3336
o62668,2.522673687555715e-10,1683
e62611,0.0,0
o62611,2.522673687555715e-10,1683
e36398,0.0,0
o36398,2.431239881886732e-10,1622
e36401,0.0,0
e62454,0.0,0
o36401,7.293719645660197e-10,4866
o62454,7.568021062667146e-10,5049
e62612,0.0,0
o62612,2.45372360459222e-10,1637
e62680,0.0,0
o62680,2.45372360459222e-10,1637
e36404,0.0,0
e62455,0.0,0
o36404,7.491576405468487e-10,4998
o62455,7.568021062667146e-10,5049
e62613,0.0,0
o62613,2.45372360459222e-10,1637
e62681,0.0,0
o62681,2.45372360459222e-10,1637
e36407,0.0,0
e62456,0.0,0
e62669,0.0,0
o36407,5.279178091248502e-10,3522
o62456,5.04534737511143e-10,3366
o62669,2.522673687555715e-10,1683
e62614,0.0,0
o62614,2.45372360459222e-10,1637
e36406,0.0,0
o36406,2.431239881886732e-10,1622
e36410,0.0,0
o36410,5.000379929700456e-10,3336
e62615,0.0,0
o62615,2.5256715172497806e-10,1685
e36409,0.0,0
e62521,0.0,0
o36409,2.500189964850228e-10,1668
o62521,2.522673687555715e-10,1683
e36412,0.0,0
e62670,0.0,0
o36412,7.500569894550683e-10,5004
o62670,2.522673687555715e-10,1683
e62616,0.0,0
o62616,2.5256715172497806e-10,1685
e62682,0.0,0
o62682,2.522673687555715e-10,1683
e36415,0.0,0
o36415,2.500189964850228e-10,1668
e36416,0.0,0
o36416,2.500189964850228e-10,1668
e36414,0.0,0
e62459,0.0,0
o36414,2.500189964850228e-10,1668
o62459,2.522673687555715e-10,1683
e36418,0.0,0
e62671,0.0,0
o36418,5.000379929700456e-10,3336
o62671,2.522673687555715e-10,1683
e62618,0.0,0
o62618,2.522673687555715e-10,1683
e36417,0.0,0
e62460,0.0,0
o36417,2.500189964850228e-10,1668
o62460,2.522673687555715e-10,1683
e36420,0.0,0
o36420,2.497192135156163e-10,1666
e36422,0.0,0
o36422,2.497192135156163e-10,1666
e36424,2.5167379847614665e-08,167904
o36424,7.491576405468487e-10,4998
e62620,0.0,0
o62620,2.522673687555715e-10,1683
e62683,0.0,0
o62683,2.522673687555715e-10,1683
e36427,0.0,0
o36427,2.497192135156163e-10,1666
e36428,0.0,0
o36428,2.500189964850228e-10,1668
e36426,8.389126615871555e-09,55968
e62462,0.0,0
o36426,2.497192135156163e-10,1666
o62462,2.522673687555715e-10,1683
e36430,0.0,0
e62672,0.0,0
o36430,5.000379929700456e-10,3336
o62672,2.522673687555715e-10,1683
e62622,0.0,0
o62622,2.522673687555715e-10,1683
e36429,8.389126615871555e-09,55968
e62463,0.0,0
o36429,2.500189964850228e-10,1668
o62463,2.522673687555715e-10,1683
e36432,0.0,0
o36432,7.500569894550683e-10,5004
e62623,0.0,0
o62623,2.522673687555715e-10,1683
e62684,0.0,0
o62684,2.522673687555715e-10,1683
e36435,0.0,0
o36435,2.500189964850228e-10,1668
e36436,0.0,0
o36436,2.500189964850228e-10,1668
e36437,0.0,0
o36437,2.500189964850228e-10,1668
e36439,0.0,0
e62673,0.0,0
o36439,4.862479763773464e-10,3244
o62673,2.45372360459222e-10,1637
e62625,0.0,0
o62625,2.522673687555715e-10,1683
e36438,0.0,0
e62464,0.0,0
o36438,2.431239881886732e-10,1622
o62464,2.522673687555715e-10,1683
e36442,0.0,0
e62674,0.0,0
o36442,4.862479763773464e-10,3244
o62674,2.45372360459222e-10,1637
e62626,0.0,0
o62626,2.522673687555715e-10,1683
e36441,0.0,0
e62465,0.0,0
o36441,2.431239881886732e-10,1622
o62465,2.522673687555715e-10,1683
e36445,0.0,0
e62675,0.0,0
o36445,4.862479763773464e-10,3244
o62675,2.45372360459222e-10,1637
e62627,0.0,0
o62627,2.522673687555715e-10,1683
e36444,0.0,0
e62466,0.0,0
o36444,2.431239881886732e-10,1622
o62466,2.5256715172497806e-10,1685
e36447,0.0,0
o36447,7.293719645660197e-10,4866
e62628,0.0,0
o62628,2.5256715172497806e-10,1685
e62685,0.0,0
o62685,2.522673687555715e-10,1683
e36450,0.0,0
o36450,2.431239881886732e-10,1622
e36451,0.0,0
o36451,2.500189964850228e-10,1668
e36452,0.0,0
o36452,2.500189964850228e-10,1668
e58632,0.0,0
o58632,2.6605738534827064e-10,1775
e58634,1.0600805450964966e-07,707232
o58634,2.6605738534827064e-10,1775
e58635,0.0,0
o58635,2.6605738534827064e-10,1775
e58636,0.0,0
o58636,2.6605738534827064e-10,1775
e58637,1.0600805450964966e-07,707232
o58637,2.6605738534827064e-10,1775
e58638,0.0,0
o58638,2.6605738534827064e-10,1775
e58639,0.0,0
o58639,2.6605738534827064e-10,1775
e58640,1.0600805450964966e-07,707232
o58640,2.6575760237886415e-10,1773
e58643,1.0600805450964966e-07,707232
e59200,0.0,0
o58643,2.6575760237886415e-10,1773
o59200,2.6605738534827064e-10,1775
e58641,0.0,0
o58641,2.6575760237886415e-10,1773
e58642,1.0600805450964966e-07,707232
o58642,2.6575760237886415e-10,1773
e58646,1.0600805450964966e-07,707232
e59201,0.0,0
o58646,2.6575760237886415e-10,1773
o59201,2.6605738534827064e-10,1775
e58644,0.0,0
o58644,2.6575760237886415e-10,1773
e58645,1.0600805450964966e-07,707232
o58645,2.6575760237886415e-10,1773
e58647,0.0,0
o58647,2.6575760237886415e-10,1773
e58648,0.0,0
o58648,2.6605738534827064e-10,1775
e58649,0.0,0
o58649,2.591623770519211e-10,1729
e58650,0.0,0
o58650,2.6605738534827064e-10,1775
e58651,9.151774490041697e-09,61056
o58651,2.6575760237886415e-10,1773
e58652,0.0,0
o58652,2.588625940825146e-10,1727
e58653,0.0,0
o58653,2.6605738534827064e-10,1775
e58654,9.151774490041697e-09,61056
o58654,2.6605738534827064e-10,1775
e58655,0.0,0
o58655,2.6575760237886415e-10,1773
e58656,0.0,0
o58656,2.6605738534827064e-10,1775
e58657,9.151774490041697e-09,61056
o58657,2.6605738534827064e-10,1775
e58658,1.0105084332754373e-08,67416
o58658,2.588625940825146e-10,1727
e58661,1.0105084332754373e-08,67416
e59202,0.0,0
o58661,2.588625940825146e-10,1727
o59202,2.6605738534827064e-10,1775
e58659,0.0,0
o58659,2.6575760237886415e-10,1773
e58660,9.151774490041697e-09,61056
o58660,2.6575760237886415e-10,1773
e58662,0.0,0
o58662,2.6575760237886415e-10,1773
e58663,0.0,0
o58663,2.6605738534827064e-10,1775
e58664,0.0,0
o58664,2.591623770519211e-10,1729
e58665,0.0,0
o58665,2.6575760237886415e-10,1773
e58666,0.0,0
o58666,2.6605738534827064e-10,1775
e58667,0.0,0
o58667,2.591623770519211e-10,1729
e58668,0.0,0
o58668,2.6605738534827064e-10,1775
e58669,0.0,0
o58669,2.591623770519211e-10,1729
e58670,0.0,0
o58670,2.588625940825146e-10,1727
e58671,0.0,0
o58671,2.6605738534827064e-10,1775
e58672,0.0,0
o58672,2.591623770519211e-10,1729
e58673,0.0,0
o58673,2.591623770519211e-10,1729
e58674,0.0,0
o58674,2.6575760237886415e-10,1773
e58675,0.0,0
o58675,2.591623770519211e-10,1729
e58676,0.0,0
o58676,2.591623770519211e-10,1729
e58678,0.0,0
o58678,2.6575760237886415e-10,1773
e58679,0.0,0
o58679,2.6575760237886415e-10,1773
e58677,0.0,0
e59203,1.0600805450964966e-07,707232
o58677,2.518176943014618e-10,1680
o59203,2.6605738534827064e-10,1775
e58681,0.0,0
o58681,2.6575760237886415e-10,1773
e58682,0.0,0
o58682,2.6605738534827064e-10,1775
e58680,0.0,0
e59204,1.0600805450964966e-07,707232
o58680,2.5211747727086827e-10,1682
o59204,2.6605738534827064e-10,1775
e58683,0.0,0
o58683,2.518176943014618e-10,1680
e58684,0.0,0
o58684,2.6575760237886415e-10,1773
e58685,0.0,0
o58685,2.6605738534827064e-10,1775
e58686,0.0,0
o58686,2.518176943014618e-10,1680
e58687,0.0,0
o58687,2.6605738534827064e-10,1775
e58688,0.0,0
o58688,2.6575760237886415e-10,1773
e58689,0.0,0
o58689,2.5211747727086827e-10,1682
e58691,0.0,0
o58691,2.6605738534827064e-10,1775
e58693,0.0,0
o58693,2.6605738534827064e-10,1775
e58694,0.0,0
o58694,2.6575760237886415e-10,1773
e58692,0.0,0
e59205,9.151774490041697e-09,61056
o58692,2.6605738534827064e-10,1775
o59205,2.6605738534827064e-10,1775
e58696,0.0,0
o58696,2.6575760237886415e-10,1773
e58697,0.0,0
o58697,2.6575760237886415e-10,1773
e58695,0.0,0
e59206,9.151774490041697e-09,61056
o58695,2.5211747727086827e-10,1682
o59206,2.6605738534827064e-10,1775
e58698,0.0,0
o58698,2.518176943014618e-10,1680
e58699,0.0,0
o58699,2.6575760237886415e-10,1773
e58700,0.0,0
o58700,2.6575760237886415e-10,1773
e58701,0.0,0
o58701,2.5211747727086827e-10,1682
e58702,0.0,0
o58702,2.6575760237886415e-10,1773
e58703,9.151774490041697e-09,61056
o58703,2.6605738534827064e-10,1775
e58704,0.0,0
o58704,2.5211747727086827e-10,1682
e58705,0.0,0
o58705,2.6605738534827064e-10,1775
e58706,9.151774490041697e-09,61056
o58706,2.6575760237886415e-10,1773
e58707,0.0,0
o58707,2.591623770519211e-10,1729
e58708,0.0,0
o58708,2.6605738534827064e-10,1775
e58709,0.0,0
o58709,2.6605738534827064e-10,1775
e58710,0.0,0
o58710,2.6605738534827064e-10,1775
e58711,0.0,0
o58711,2.6605738534827064e-10,1775
e58712,0.0,0
o58712,2.6605738534827064e-10,1775
e58713,0.0,0
o58713,2.6605738534827064e-10,1775
e58714,0.0,0
o58714,2.6575760237886415e-10,1773
e58715,0.0,0
o58715,2.6575760237886415e-10,1773
e58716,0.0,0
o58716,2.6575760237886415e-10,1773
e58717,0.0,0
o58717,2.6575760237886415e-10,1773
e58718,0.0,0
o58718,2.6605738534827064e-10,1775
e58719,0.0,0
o58719,2.5211747727086827e-10,1682
e58720,0.0,0
o58720,2.6605738534827064e-10,1775
e58721,0.0,0
o58721,2.588625940825146e-10,1727
e58812,0.0,0
o58812,2.518176943014618e-10,1680
e58814,0.0,0
o58814,2.6605738534827064e-10,1775
e58817,1.0600805450964966e-07,707232
e59207,0.0,0
o58817,2.6605738534827064e-10,1775
o59207,2.5211747727086827e-10,1682
e58815,0.0,0
o58815,2.518176943014618e-10,1680
e58816,0.0,0
o58816,2.6575760237886415e-10,1773
e58820,1.0600805450964966e-07,707232
e59208,0.0,0
o58820,2.6575760237886415e-10,1773
o59208,2.5211747727086827e-10,1682
e58818,0.0,0
o58818,2.5211747727086827e-10,1682
e58819,0.0,0
o58819,2.6575760237886415e-10,1773
e58822,0.0,0
e59251,0.0,0
o58822,2.6605738534827064e-10,1775
o59251,2.5211747727086827e-10,1682
e58823,1.0600805450964966e-07,707232
e59209,0.0,0
o58823,2.6605738534827064e-10,1775
o59209,2.5211747727086827e-10,1682
e58821,0.0,0
o58821,2.518176943014618e-10,1680
e58824,0.0,0
e59269,0.0,0
o58824,2.518176943014618e-10,1680
o59269,2.452224689745187e-10,1636
e58825,1.0600805450964966e-07,707232
e59252,0.0,0
o58825,2.591623770519211e-10,1729
o59252,2.5211747727086827e-10,1682
e58826,1.0600805450964966e-07,707232
e59210,0.0,0
o58826,2.591623770519211e-10,1729
o59210,2.5211747727086827e-10,1682
e58827,0.0,0
o58827,2.5211747727086827e-10,1682
e58828,0.0,0
o58828,2.6575760237886415e-10,1773
e58829,9.151774490041697e-09,61056
o58829,2.6575760237886415e-10,1773
e58830,0.0,0
o58830,2.518176943014618e-10,1680
e58831,0.0,0
o58831,2.6575760237886415e-10,1773
e58832,9.151774490041697e-09,61056
o58832,2.6605738534827064e-10,1775
e58835,1.2583689923807333e-08,83952
e59211,0.0,0
o58835,2.6575760237886415e-10,1773
o59211,2.5211747727086827e-10,1682
e58833,0.0,0
o58833,2.518176943014618e-10,1680
e58834,9.151774490041697e-09,61056
o58834,2.6605738534827064e-10,1775
e58838,1.2583689923807333e-08,83952
e59212,0.0,0
o58838,2.6575760237886415e-10,1773
o59212,2.5211747727086827e-10,1682
e58836,9.151774490041697e-09,61056
o58836,2.6575760237886415e-10,1773
e58837,9.151774490041697e-09,61056
o58837,2.6605738534827064e-10,1775
e58840,1.2583689923807333e-08,83952
e59253,0.0,0
o58840,2.6605738534827064e-10,1775
o59253,2.5211747727086827e-10,1682
e58841,1.0486408269839445e-08,69960
e59213,7.626478741701414e-09,50880
o58841,2.6575760237886415e-10,1773
o59213,2.5211747727086827e-10,1682
e58839,9.151774490041697e-09,61056
o58839,2.6605738534827064e-10,1775
e58842,0.0,0
o58842,2.5211747727086827e-10,1682
e58843,0.0,0
o58843,2.6605738534827064e-10,1775
e58844,0.0,0
o58844,2.591623770519211e-10,1729
e58845,0.0,0
o58845,2.6605738534827064e-10,1775
e58846,0.0,0
o58846,2.6575760237886415e-10,1773
e58847,0.0,0
o58847,2.588625940825146e-10,1727
e58850,0.0,0
e59214,0.0,0
o58850,2.588625940825146e-10,1727
o59214,2.5211747727086827e-10,1682
e58848,0.0,0
o58848,2.5211747727086827e-10,1682
e58849,0.0,0
o58849,2.588625940825146e-10,1727
e58853,0.0,0
e59215,0.0,0
o58853,2.591623770519211e-10,1729
o59215,2.5211747727086827e-10,1682
e58851,0.0,0
o58851,2.5211747727086827e-10,1682
e58852,0.0,0
o58852,2.591623770519211e-10,1729
e58856,0.0,0
e59216,0.0,0
o58856,2.6575760237886415e-10,1773
o59216,2.5211747727086827e-10,1682
e58854,0.0,0
o58854,2.588625940825146e-10,1727
e58855,0.0,0
o58855,2.591623770519211e-10,1729
e58859,0.0,0
o58859,2.518176943014618e-10,1680
e58857,0.0,0
e59217,0.0,0
o58857,2.5211747727086827e-10,1682
o59217,2.5211747727086827e-10,1682
e58858,0.0,0
e59254,0.0,0
o58858,2.518176943014618e-10,1680
o59254,2.6605738534827064e-10,1775
e58862,0.0,0
o58862,2.5211747727086827e-10,1682
e58860,0.0,0
e59218,0.0,0
o58860,2.5211747727086827e-10,1682
o59218,2.5211747727086827e-10,1682
e58861,0.0,0
e59255,0.0,0
o58861,2.5211747727086827e-10,1682
o59255,2.6605738534827064e-10,1775
e58864,0.0,0
o58864,2.518176943014618e-10,1680
e58865,0.0,0
o58865,2.518176943014618e-10,1680
e58863,0.0,0
e59219,0.0,0
o58863,2.5211747727086827e-10,1682
o59219,2.5211747727086827e-10,1682
e58867,0.0,0
o58867,2.5211747727086827e-10,1682
e58868,0.0,0
o58868,2.5211747727086827e-10,1682
e58866,0.0,0
e59220,0.0,0
o58866,2.518176943014618e-10,1680
o59220,2.5211747727086827e-10,1682
e58869,0.0,0
o58869,2.449226860051122e-10,1634
e58871,0.0,0
o58871,2.518176943014618e-10,1680
e58874,6.990938846559629e-09,46640
o58874,2.518176943014618e-10,1680
e58872,6.990938846559629e-09,46640
e59221,0.0,0
o58872,2.518176943014618e-10,1680
o59221,2.6605738534827064e-10,1775
e58873,6.990938846559629e-09,46640
e59256,0.0,0
o58873,2.5211747727086827e-10,1682
o59256,2.6605738534827064e-10,1775
e58876,6.990938846559629e-09,46640
o58876,2.5211747727086827e-10,1682
e58877,0.0,0
o58877,2.5211747727086827e-10,1682
e58875,6.990938846559629e-09,46640
e59222,0.0,0
o58875,2.452224689745187e-10,1636
o59222,2.5211747727086827e-10,1682
e58879,6.990938846559629e-09,46640
o58879,2.5211747727086827e-10,1682
e58880,0.0,0
o58880,2.5211747727086827e-10,1682
e58878,6.990938846559629e-09,46640
e59223,0.0,0
o58878,2.449226860051122e-10,1634
o59223,2.5211747727086827e-10,1682
e58882,0.0,0
o58882,2.449226860051122e-10,1634
e58883,0.0,0
o58883,2.518176943014618e-10,1680
e58881,6.990938846559629e-09,46640
e59224,0.0,0
o58881,2.449226860051122e-10,1634
o59224,2.5211747727086827e-10,1682
e58884,0.0,0
o58884,2.452224689745187e-10,1636
e58885,0.0,0
o58885,2.449226860051122e-10,1634
e58886,0.0,0
o58886,2.5211747727086827e-10,1682
e58888,0.0,0
o58888,2.449226860051122e-10,1634
e58889,0.0,0
o58889,2.588625940825146e-10,1727
e58887,0.0,0
e59225,0.0,0
o58887,2.518176943014618e-10,1680
o59225,2.6605738534827064e-10,1775
e58891,0.0,0
o58891,2.452224689745187e-10,1636
e58892,0.0,0
o58892,2.452224689745187e-10,1636
e58890,0.0,0
e59226,0.0,0
o58890,2.518176943014618e-10,1680
o59226,2.5211747727086827e-10,1682
e58894,0.0,0
o58894,2.452224689745187e-10,1636
e58895,0.0,0
o58895,2.449226860051122e-10,1634
e58893,0.0,0
e59227,0.0,0
o58893,2.518176943014618e-10,1680
o59227,2.5211747727086827e-10,1682
e58896,0.0,0
o58896,2.449226860051122e-10,1634
e58897,0.0,0
o58897,2.452224689745187e-10,1636
e58898,0.0,0
o58898,2.518176943014618e-10,1680
e58899,0.0,0
o58899,2.449226860051122e-10,1634
e58900,0.0,0
o58900,2.452224689745187e-10,1636
e58901,0.0,0
o58901,2.518176943014618e-10,1680
out_O,2.1734265281971405e-08,145000
out_T,2.1734265281971405e-08,145000
ppt,4.43344956406892e-06,29577728
mov,2.985093414609786e-07,1991503
rtf,2.287344056571611e-09,15260
e3038715,5.3960934493170383e-11,360
o3038715,0.0,0
e3037982,5.3960934493170383e-11,360
o3037982,0.0,0
cache,1.0468439278653217e-06,6984012
so,0.0004350590117914775,2902493178
2,1.192810054367164e-06,7957824
6,1.0580170789614776e-05,70585536
1,1.6618467410134597e-06,11086999
0,9.746352040243776e-07,6502272
7,5.803558461334355e-07,3871840
job,8.17957832025641e-10,5457
1E19,2.7887460620524563e-08,186051
0672E19,1.7688694109830657e-09,11801
10,5.511659784023245e-09,36771
3201E18,1.7688694109830657e-09,11801
03,5.512559132931464e-09,36777
32E17,1.7688694109830657e-09,11801
004,1.7688694109830657e-09,11801
1041E18,1.7688694109830657e-09,11801
05,7.411909081348709e-08,494485
96017E17,1.7688694109830657e-09,11801
02,6.347604594213276e-09,42348
bse,4.4409549304909815e-08,296278
01,3.4303265840277814e-08,228854
05_opp,3.652318870702991e-07,2436642
01_opp,1.7616746197173097e-09,11753
05_par,3.5233492394346193e-09,23506
01_par,1.7616746197173097e-09,11753
e2967802,5.3960934493170383e-11,360
o2967802,0.0,0
e3034195,5.3960934493170383e-11,360
o3034195,0.0,0
e2962839,5.3960934493170383e-11,360
o2962839,0.0,0
base,1.5417988008061106e-08,102861
e1939850,0.0,0
o1939850,3.2391549844372555e-09,21610
e1939851,0.0,0
o1939851,5.903626016522246e-09,39386
e1939852,0.0,0
o1939852,5.903925799491653e-09,39388
e1939853,0.0,0
o1939853,6.97804817887515e-09,46554
e1939854,0.0,0
o1939854,2.8947043525891846e-09,19312
e2008322,0.0,0
o2008322,4.696250107237559e-09,31331
e2008323,0.0,0
o2008323,4.149745754009506e-09,27685
e2008324,0.0,0
o2008324,1.631583800143358e-08,108851
e2008325,0.0,0
o2008325,1.0570797175727375e-08,70523
e2008326,0.0,0
o2008326,2.2679480984510105e-08,151306
e2008327,0.0,0
o2008327,1.2063716363371755e-08,80483
e2008328,0.0,0
o2008328,5.05958706615824e-09,33755
e2008336,3.55242818746705e-11,237
o2008336,3.7973508734721625e-09,25334
e2008337,3.55242818746705e-11,237
o2008337,1.2786193319641425e-08,85303
e2008338,4.4367879472162314e-11,296
o2008338,3.9837559238491256e-08,265776
e2008339,3.55242818746705e-11,237
o2008339,8.750964659945204e-09,58382
e2008340,3.55242818746705e-11,237
o2008340,1.667542767323668e-08,111250
e2008341,4.4367879472162314e-11,296
o2008341,3.9403923173244746e-08,262883
e2008342,3.55242818746705e-11,237
o2008342,6.291695070418963e-09,41975
final,1.6438599127405544e-09,10967
e2625728,1.8736435587906382e-11,125
e2627813,1.8736435587906382e-11,125
o2625728,2.785868145546154e-08,185859
o2627813,2.8764925371977393e-08,191905
e2501370,7.884292095391006e-11,526
e2536458,3.447504148174774e-11,230
o2501370,2.7988037806760446e-08,186722
o2536458,2.903757798265261e-08,193724
e2625729,9.89283799041457e-12,66
o2625729,1.2686965156767872e-08,84641
e2627814,8.843597597491812e-12,59
o2627814,2.800212760632255e-08,186816
e2625731,8.843597597491812e-12,59
